Pressure,Temperature,Phase,Author,Method,
62.1,1879,hcp,Morard (2018),static,
71,2378,hcp,Morard (2018),static,
80.7,2630,hcp,Morard (2018),static,
56,2299,hcp,Morard (2018),static,
57.8,2312,hcp,Morard (2018),static,
67.8,2339,hcp,Morard (2018),static,
41.9,1856,hcp,Morard (2018),static,
110.1,3720,hcp,Morard (2018),static,
81.1,2635,hcp,Morard (2018),static,
88.7,2956,hcp,Morard (2018),static,
99.7,2924,hcp,Morard (2018),static,
101,3074,hcp,Morard (2018),static,
129.5,4470,hcp,Morard (2018),static,
132.7,4440,hcp,Morard (2018),static,
62.5,2159,fcc,Morard (2018),static,
71.8,2629,fcc,Morard (2018),static,
80.7,2720,fcc,Morard (2018),static,
56.1,2402,fcc,Morard (2018),static,
57.9,2350,fcc,Morard (2018),static,
68.3,2464,fcc,Morard (2018),static,
42,1956,fcc,Morard (2018),static,
81.6,2858,fcc,Morard (2018),static,
88.8,3160,fcc,Morard (2018),static,
100.7,3182,fcc,Morard (2018),static,
101,3370,fcc,Morard (2018),static,
63.4,2863,liquid,Morard (2018),static,
63.1,3191,liquid,Morard (2018),static,
73.5,3118,liquid,Morard (2018),static,
72.3,3602,liquid,Morard (2018),static,
56.7,2788,liquid,Morard (2018),static,
42.8,2651,liquid,Morard (2018),static,
43,2950,liquid,Morard (2018),static,
59,2980,liquid,Morard (2018),static,
110.5,3920,liquid,Morard (2018),static,
82.9,3463,liquid,Morard (2018),static,
89,3460,liquid,Morard (2018),static,
102,3490,liquid,Morard (2018),static,
101,3530,liquid,Morard (2018),static,
130,4710,liquid,Morard (2018),static,
133,4700,liquid,Morard (2018),static,
12,1493,fcc,Shen (1998),static,
12,1798,fcc,Shen (1998),static,
23.2,1888,fcc,Shen (1998),static,
23.1,1700,fcc,Shen (1998),static,
23.1,1395,fcc,Shen (1998),static,
23.1,2229,fcc,Shen (1998),static,
29.1,2300,fcc,Shen (1998),static,
30.2,2453,fcc,Shen (1998),static,
29.3,1798,fcc,Shen (1998),static,
29.1,1448,fcc,Shen (1998),static,
38.2,1996,fcc,Shen (1998),static,
38.2,2094,fcc,Shen (1998),static,
38.2,2399,fcc,Shen (1998),static,
39.1,2489,fcc,Shen (1998),static,
42.2,2516,fcc,Shen (1998),static,
46.2,2534,fcc,Shen (1998),static,
46.2,2291,fcc,Shen (1998),static,
12.1,1960,fcc,Shen (1998),static,
50.2,2291,fcc,Shen (1998),static,
55.2,2498,fcc,Shen (1998),static,
84,1484,hcp,Shen (1998),static,
80,1484,hcp,Shen (1998),static,
84,1996,hcp,Shen (1998),static,
75.1,1996,hcp,Shen (1998),static,
84,2471,hcp,Shen (1998),static,
80,2489,hcp,Shen (1998),static,
75.1,2489,hcp,Shen (1998),static,
80.2,2794,hcp,Shen (1998),static,
80.2,2892,hcp,Shen (1998),static,
75.2,2785,hcp,Shen (1998),static,
75.1,2991,hcp,Shen (1998),static,
68.1,2857,hcp,Shen (1998),static,
68.1,2489,hcp,Shen (1998),static,
60.1,2372,hcp,Shen (1998),static,
60.1,2193,hcp,Shen (1998),static,
52.1,2390,hcp,Shen (1998),static,
55.2,2193,hcp,Shen (1998),static,
46.2,2148,hcp,Shen (1998),static,
68.1,2193,hcp,Shen (1998),static,
68.1,1996,hcp,Shen (1998),static,
60.1,1798,hcp,Shen (1998),static,
55.2,1996,hcp,Shen (1998),static,
52.1,1798,hcp,Shen (1998),static,
46.2,1843,hcp,Shen (1998),static,
38.2,1798,hcp,Shen (1998),static,
46.2,1592,hcp,Shen (1998),static,
52.1,1493,hcp,Shen (1998),static,
52.1,2193,fcc,Shen (1998),static,
12,2076,liquid,Shen (1998),static,
23.1,2372,liquid,Shen (1998),static,
42.2,2901,liquid,Shen (1998),static,
46.1,2722,liquid,Shen (1998),static,
136.7,2680,hcp,Tateno (2010),static,
136.7,2884,hcp,Tateno (2010),static,
135.3,3088,hcp,Tateno (2010),static,
134.6,3224,hcp,Tateno (2010),static,
207,2912,hcp,Tateno (2010),static,
213.1,3524,hcp,Tateno (2010),static,
211.1,3850,hcp,Tateno (2010),static,
210.4,4122,hcp,Tateno (2010),static,
221.3,2612,hcp,Tateno (2010),static,
241.1,2667,hcp,Tateno (2010),static,
239.8,3075,hcp,Tateno (2010),static,
239.8,3456,hcp,Tateno (2010),static,
241.8,3796,hcp,Tateno (2010),static,
287.5,1959,hcp,Tateno (2010),static,
288.9,2463,hcp,Tateno (2010),static,
291,3061,hcp,Tateno (2010),static,
291,3660,hcp,Tateno (2010),static,
322.4,2313,hcp,Tateno (2010),static,
322.4,2789,hcp,Tateno (2010),static,
318.9,2857,hcp,Tateno (2010),static,
318.3,3238,hcp,Tateno (2010),static,
318.3,3551,hcp,Tateno (2010),static,
316.2,3918,hcp,Tateno (2010),static,
333.3,2490,hcp,Tateno (2010),static,
328.5,2857,hcp,Tateno (2010),static,
329.2,3048,hcp,Tateno (2010),static,
333.3,3061,hcp,Tateno (2010),static,
333.3,3265,hcp,Tateno (2010),static,
330.5,3320,hcp,Tateno (2010),static,
324.4,3361,hcp,Tateno (2010),static,
326.5,3959,hcp,Tateno (2010),static,
334.6,3905,hcp,Tateno (2010),static,
335.3,3918,hcp,Tateno (2010),static,
338.1,3755,hcp,Tateno (2010),static,
344.2,3605,hcp,Tateno (2010),static,
349,3796,hcp,Tateno (2010),static,
345.6,3891,hcp,Tateno (2010),static,
338.1,4122,hcp,Tateno (2010),static,
340.1,4299,hcp,Tateno (2010),static,
331.9,4408,hcp,Tateno (2010),static,
329.9,4653,hcp,Tateno (2010),static,
334,4871,hcp,Tateno (2010),static,
337.4,4939,hcp,Tateno (2010),static,
346.2,4966,hcp,Tateno (2010),static,
336.7,4612,hcp,Tateno (2010),static,
344.2,4694,hcp,Tateno (2010),static,
348.3,4286,hcp,Tateno (2010),static,
331.2,5129,hcp,Tateno (2010),static,
349,5320,hcp,Tateno (2010),static,
355.8,5524,hcp,Tateno (2010),static,
364.7,5020,hcp,Tateno (2010),static,
371.5,5075,hcp,Tateno (2010),static,
370.8,5401,hcp,Tateno (2010),static,
376.3,5687,hcp,Tateno (2010),static,
367.4,4776,hcp,Tateno (2010),static,
367.4,4490,hcp,Tateno (2010),static,
368.8,4082,hcp,Tateno (2010),static,
361.9,3238,hcp,Tateno (2010),static,
361.9,2626,hcp,Tateno (2010),static,
362.6,2163,hcp,Tateno (2010),static,
20,2812,liquid,Jackson (2013),static,
28,2919,liquid,Jackson (2013),static,
37.1,3250,liquid,Jackson (2013),static,
40,3104,liquid,Jackson (2013),static,
49.1,3338,liquid,Jackson (2013),static,
50.1,3464,liquid,Jackson (2013),static,
61,3756,liquid,Jackson (2013),static,
82.1,4039,liquid,Jackson (2013),static,
60.3,300,hcp,Kuwayama (2008),static,
63.4,1400,hcp,Kuwayama (2008),static,
85.9,300,hcp,Kuwayama (2008),static,
88.2,1400,hcp,Kuwayama (2008),static,
89.9,1700,hcp,Kuwayama (2008),static,
90.7,2000,hcp,Kuwayama (2008),static,
65.8,300,hcp,Kuwayama (2008),static,
65.3,1400,hcp,Kuwayama (2008),static,
81.1,300,hcp,Kuwayama (2008),static,
80.4,1400,hcp,Kuwayama (2008),static,
93.2,300,hcp,Kuwayama (2008),static,
100,300,hcp,Kuwayama (2008),static,
102,1400,hcp,Kuwayama (2008),static,
118,300,hcp,Kuwayama (2008),static,
119,1400,hcp,Kuwayama (2008),static,
166,300,hcp,Kuwayama (2008),static,
188,300,hcp,Kuwayama (2008),static,
187,1400,hcp,Kuwayama (2008),static,
186,1700,hcp,Kuwayama (2008),static,
225,300,hcp,Kuwayama (2008),static,
215,1400,hcp,Kuwayama (2008),static,
211,1700,hcp,Kuwayama (2008),static,
212,2000,hcp,Kuwayama (2008),static,
210,2300,hcp,Kuwayama (2008),static,
97.2,300,hcp,Kuwayama (2008),static,
169,300,hcp,Kuwayama (2008),static,
196,300,hcp,Kuwayama (2008),static,
215,300,hcp,Kuwayama (2008),static,
224,1400,hcp,Kuwayama (2008),static,
225,1700,hcp,Kuwayama (2008),static,
237,300,hcp,Kuwayama (2008),static,
246,300,hcp,Kuwayama (2008),static,
267,300,hcp,Kuwayama (2008),static,
273,1400,hcp,Kuwayama (2008),static,
275,1700,hcp,Kuwayama (2008),static,
277,2000,hcp,Kuwayama (2008),static,
229,300,hcp,Kuwayama (2008),static,
241,300,hcp,Kuwayama (2008),static,
246,1400,hcp,Kuwayama (2008),static,
247,1700,hcp,Kuwayama (2008),static,
244,300,hcp,Kuwayama (2008),static,
272,300,hcp,Kuwayama (2008),static,
298,300,hcp,Kuwayama (2008),static,
302,1400,hcp,Kuwayama (2008),static,
301,1700,hcp,Kuwayama (2008),static,
301,2000,hcp,Kuwayama (2008),static,
231,300,hcp,Kuwayama (2008),static,
255,300,hcp,Kuwayama (2008),static,
277,300,hcp,Kuwayama (2008),static,
288,300,hcp,Kuwayama (2008),static,
307,300,hcp,Kuwayama (2008),static,
315,300,hcp,Kuwayama (2008),static,
319,300,hcp,Kuwayama (2008),static,
73.8,2493,hcp,Anzellini (2013),static,
73.9,2622,hcp,Anzellini (2013),static,
74.1,2679,hcp,Anzellini (2013),static,
73.9,2681,hcp,Anzellini (2013),static,
74.3,2774,hcp,Anzellini (2013),static,
74.4,2875,hcp,Anzellini (2013),static,
74.5,2880,hcp,Anzellini (2013),static,
74.5,2894,hcp,Anzellini (2013),static,
74.3,2911,hcp,Anzellini (2013),static,
74.7,2966,hcp,Anzellini (2013),static,
74.6,2984,hcp,Anzellini (2013),static,
74.2,3001,Mix (fcc + hcp),Anzellini (2013),static,
74.8,3040,Mix (fcc + hcp),Anzellini (2013),static,
74.3,2979,Mix (fcc + hcp),Anzellini (2013),static,
74.4,3007,Mix (fcc + hcp),Anzellini (2013),static,
74.7,3191,Mix (fcc + hcp),Anzellini (2013),static,
74.1,3056,Mix (fcc + hcp),Anzellini (2013),static,
74.7,3114,Mix (fcc + hcp),Anzellini (2013),static,
74.2,3113,Mix (fcc + hcp),Anzellini (2013),static,
74.9,3259,Mix (fcc + hcp),Anzellini (2013),static,
74.7,3153,hcp,Anzellini (2013),static,
75.3,3337,fcc,Anzellini (2013),static,
75.7,3352,fcc,Anzellini (2013),static,
76.9,3368,fcc,Anzellini (2013),static,
75.5,3323,fcc,Anzellini (2013),static,
76.7,3431,Mix (fcc + liquid),Anzellini (2013),static,
76.4,3507,Mix (fcc + liquid),Anzellini (2013),static,
76.3,3460,Mix (fcc + liquid),Anzellini (2013),static,
76.8,3560,Mix (fcc + liquid),Anzellini (2013),static,
86.5,2654,hcp,Anzellini (2013),static,
86.5,2687,hcp,Anzellini (2013),static,
86.8,2736,hcp,Anzellini (2013),static,
86.9,2816,hcp,Anzellini (2013),static,
87.1,2936,hcp,Anzellini (2013),static,
87.5,3078,hcp,Anzellini (2013),static,
87.2,3232,hcp,Anzellini (2013),static,
86.9,3272,Mix (fcc + hcp),Anzellini (2013),static,
87,3270,Mix (fcc + hcp),Anzellini (2013),static,
86.8,3362,Mix (fcc + hcp),Anzellini (2013),static,
87.5,3346,Mix (fcc + hcp),Anzellini (2013),static,
85.7,3374,Mix (fcc + hcp),Anzellini (2013),static,
85.9,3454,Mix (fcc + hcp),Anzellini (2013),static,
86.1,3598,Mix (fcc + liquid),Anzellini (2013),static,
87.9,3650,Mix (fcc + liquid),Anzellini (2013),static,
86.8,3597,Mix (fcc + liquid),Anzellini (2013),static,
86,3458,Mix (fcc + liquid),Anzellini (2013),static,
85,2995,hcp,Anzellini (2013),static,
84.9,2929,hcp,Anzellini (2013),static,
85,3065,hcp,Anzellini (2013),static,
85,3068,hcp,Anzellini (2013),static,
85,3097,hcp,Anzellini (2013),static,
85,3119,hcp,Anzellini (2013),static,
85.3,3286,hcp,Anzellini (2013),static,
85.4,3309,Mix (fcc + hcp),Anzellini (2013),static,
85.3,3239,Mix (fcc + hcp),Anzellini (2013),static,
85.3,3203,Mix (fcc + hcp),Anzellini (2013),static,
85.8,3395,Mix (fcc + hcp),Anzellini (2013),static,
85.6,3402,Mix (fcc + hcp),Anzellini (2013),static,
86.2,3535,Mix (fcc + hcp),Anzellini (2013),static,
85.7,3411,Mix (fcc + hcp),Anzellini (2013),static,
85.1,3549,Mix (fcc + hcp),Anzellini (2013),static,
86.4,3618,Mix (fcc + liquid),Anzellini (2013),static,
84.8,3771,Mix (fcc + liquid),Anzellini (2013),static,
85.1,3763,Mix (fcc + liquid),Anzellini (2013),static,
84.4,3635,Mix (fcc + liquid),Anzellini (2013),static,
84.8,3664,Mix (fcc + liquid),Anzellini (2013),static,
85.3,3818,Mix (fcc + liquid),Anzellini (2013),static,
51.3,1771,hcp,Anzellini (2013),static,
51.3,1823,hcp,Anzellini (2013),static,
51.4,1855,hcp,Anzellini (2013),static,
51.4,1863,hcp,Anzellini (2013),static,
51.4,1896,hcp,Anzellini (2013),static,
51.4,1938,hcp,Anzellini (2013),static,
51.5,1946,hcp,Anzellini (2013),static,
51.7,1977,hcp,Anzellini (2013),static,
51.7,2025,hcp,Anzellini (2013),static,
51.8,2115,hcp,Anzellini (2013),static,
51.8,2201,hcp,Anzellini (2013),static,
52,2192,hcp,Anzellini (2013),static,
52.1,2214,hcp,Anzellini (2013),static,
52.3,2268,Mix (fcc + hcp),Anzellini (2013),static,
52.2,2299,Mix (fcc + hcp),Anzellini (2013),static,
52.5,2378,Mix (fcc + hcp),Anzellini (2013),static,
52.5,2444,Mix (fcc + hcp),Anzellini (2013),static,
52.8,2491,fcc,Anzellini (2013),static,
52.2,2556,fcc,Anzellini (2013),static,
53,2581,fcc,Anzellini (2013),static,
52.9,2646,fcc,Anzellini (2013),static,
52.8,2596,fcc,Anzellini (2013),static,
52.8,2635,fcc,Anzellini (2013),static,
52.9,2704,fcc,Anzellini (2013),static,
53.2,2757,fcc,Anzellini (2013),static,
53.3,2813,fcc,Anzellini (2013),static,
52.8,2994,fcc,Anzellini (2013),static,
54.1,3139,Mix (fcc + liquid),Anzellini (2013),static,
54.3,3465,Mix (fcc + liquid),Anzellini (2013),static,
54.6,3639,Mix (fcc + liquid),Anzellini (2013),static,
54.9,3833,Mix (fcc + liquid),Anzellini (2013),static,
51.3,1815,hcp,Anzellini (2013),static,
51.4,1889,hcp,Anzellini (2013),static,
51.5,1945,hcp,Anzellini (2013),static,
51.7,2016,Mix (fcc + hcp),Anzellini (2013),static,
51.7,2026,Mix (fcc + hcp),Anzellini (2013),static,
51.2,2078,Mix (fcc + hcp),Anzellini (2013),static,
51.9,2124,Mix (fcc + hcp),Anzellini (2013),static,
52.3,2335,fcc,Anzellini (2013),static,
52.3,2307,fcc,Anzellini (2013),static,
52.2,2364,fcc,Anzellini (2013),static,
52.3,2397,fcc,Anzellini (2013),static,
53,2480,fcc,Anzellini (2013),static,
51.3,2502,fcc,Anzellini (2013),static,
52.7,2582,fcc,Anzellini (2013),static,
51,2520,fcc,Anzellini (2013),static,
51.7,2674,fcc,Anzellini (2013),static,
49.9,2785,fcc,Anzellini (2013),static,
51.7,2831,fcc,Anzellini (2013),static,
52.9,2837,fcc,Anzellini (2013),static,
53.2,2938,fcc,Anzellini (2013),static,
52.8,3026,fcc,Anzellini (2013),static,
51.5,3031,fcc,Anzellini (2013),static,
52.7,3137,fcc,Anzellini (2013),static,
52.8,3205,fcc,Anzellini (2013),static,
52.9,3248,Mix (fcc + liquid),Anzellini (2013),static,
65.5,3312,Mix (fcc + liquid),Anzellini (2013),static,
55.3,3778,Mix (fcc + liquid),Anzellini (2013),static,
54,3670,Mix (fcc + liquid),Anzellini (2013),static,
55.1,3959,Mix (fcc + liquid),Anzellini (2013),static,
55.3,3699,Mix (fcc + liquid),Anzellini (2013),static,
64.1,2692,fcc,Anzellini (2013),static,
64.4,2726,fcc,Anzellini (2013),static,
64.2,2772,fcc,Anzellini (2013),static,
64.6,2845,fcc,Anzellini (2013),static,
64.5,2877,fcc,Anzellini (2013),static,
64.4,2937,fcc,Anzellini (2013),static,
64.9,3044,fcc,Anzellini (2013),static,
64.7,3084,fcc,Anzellini (2013),static,
64.6,3277,Mix (fcc + liquid),Anzellini (2013),static,
65.1,3342,Mix (fcc + liquid),Anzellini (2013),static,
64.8,3314,Mix (fcc + liquid),Anzellini (2013),static,
64.7,3202,Mix (fcc + liquid),Anzellini (2013),static,
64,3225,Mix (fcc + liquid),Anzellini (2013),static,
75,2173,hcp,Anzellini (2013),static,
74.9,2219,hcp,Anzellini (2013),static,
75,2273,hcp,Anzellini (2013),static,
75.3,2300,hcp,Anzellini (2013),static,
75.1,2321,hcp,Anzellini (2013),static,
75.1,2360,hcp,Anzellini (2013),static,
75,2371,hcp,Anzellini (2013),static,
75,2394,hcp,Anzellini (2013),static,
74.7,2410,hcp,Anzellini (2013),static,
75.3,2430,hcp,Anzellini (2013),static,
75.2,2460,hcp,Anzellini (2013),static,
75.1,2510,hcp,Anzellini (2013),static,
75.2,2540,hcp,Anzellini (2013),static,
75.6,2597,hcp,Anzellini (2013),static,
75.3,2580,hcp,Anzellini (2013),static,
75.1,2646,hcp,Anzellini (2013),static,
75.3,2678,hcp,Anzellini (2013),static,
75.4,2752,hcp,Anzellini (2013),static,
75,2764,hcp,Anzellini (2013),static,
75.7,2834,hcp,Anzellini (2013),static,
74.8,2880,hcp,Anzellini (2013),static,
74.5,2913,hcp,Anzellini (2013),static,
74.3,2973,hcp,Anzellini (2013),static,
76.1,2973,Mix (fcc + hcp),Anzellini (2013),static,
75.2,3013,Mix (fcc + hcp),Anzellini (2013),static,
74.9,3105,fcc,Anzellini (2013),static,
76,3085,fcc,Anzellini (2013),static,
76.2,3191,fcc,Anzellini (2013),static,
76.5,3230,fcc,Anzellini (2013),static,
76.8,3400,fcc,Anzellini (2013),static,
76.2,3532,Mix (fcc + liquid),Anzellini (2013),static,
74.8,3534,Mix (fcc + liquid),Anzellini (2013),static,
76.4,3504,Mix (fcc + liquid),Anzellini (2013),static,
76.2,3746,Mix (fcc + liquid),Anzellini (2013),static,
75.9,2502,hcp,Anzellini (2013),static,
75.7,2543,hcp,Anzellini (2013),static,
76.4,2560,hcp,Anzellini (2013),static,
76.4,2604,hcp,Anzellini (2013),static,
76.2,2638,hcp,Anzellini (2013),static,
76.6,2707,hcp,Anzellini (2013),static,
76.1,2709,hcp,Anzellini (2013),static,
76.4,2762,hcp,Anzellini (2013),static,
76.5,2802,hcp,Anzellini (2013),static,
76.8,2837,hcp,Anzellini (2013),static,
76.8,2883,hcp,Anzellini (2013),static,
76.1,2962,hcp,Anzellini (2013),static,
76.6,2981,Mix (fcc + hcp),Anzellini (2013),static,
76.7,3028,Mix (fcc + hcp),Anzellini (2013),static,
76.6,3067,Mix (fcc + hcp),Anzellini (2013),static,
77,3164,Mix (fcc + hcp),Anzellini (2013),static,
76.7,3261,fcc,Anzellini (2013),static,
76.8,3255,fcc,Anzellini (2013),static,
77.1,3319,fcc,Anzellini (2013),static,
78.7,3376,fcc,Anzellini (2013),static,
77.8,3425,fcc,Anzellini (2013),static,
77.6,3425,fcc,Anzellini (2013),static,
75.7,3400,fcc,Anzellini (2013),static,
77.2,3473,Mix (fcc + liquid),Anzellini (2013),static,
75.7,3529,Mix (fcc + liquid),Anzellini (2013),static,
76.2,3566,Mix (fcc + liquid),Anzellini (2013),static,
76.7,3659,Mix (fcc + liquid),Anzellini (2013),static,
97.9,2635,hcp,Anzellini (2013),static,
97.8,2645,hcp,Anzellini (2013),static,
98.3,2767,hcp,Anzellini (2013),static,
98.3,2842,hcp,Anzellini (2013),static,
98.2,2882,hcp,Anzellini (2013),static,
98.3,2894,hcp,Anzellini (2013),static,
98.3,2931,hcp,Anzellini (2013),static,
98.3,3076,hcp,Anzellini (2013),static,
98.8,3133,hcp,Anzellini (2013),static,
98.6,3151,hcp,Anzellini (2013),static,
99,3353,hcp,Anzellini (2013),static,
99.3,3521,hcp,Anzellini (2013),static,
99.9,3615,hcp,Anzellini (2013),static,
99.9,3842,Mix (fcc + hcp + liquid),Anzellini (2013),static,
102,4724,Mix (fcc + hcp + liquid),Anzellini (2013),static,
99.3,4784,Mix (fcc + hcp + liquid),Anzellini (2013),static,
114,3207,hcp,Anzellini (2013),static,
115,3266,hcp,Anzellini (2013),static,
115,3370,hcp,Anzellini (2013),static,
115,3416,hcp,Anzellini (2013),static,
115,3506,hcp,Anzellini (2013),static,
115,3514,hcp,Anzellini (2013),static,
115,3642,hcp,Anzellini (2013),static,
115,3846,hcp,Anzellini (2013),static,
116,3892,Mix (hcp + liquid),Anzellini (2013),static,
116,4069,Mix (hcp + liquid),Anzellini (2013),static,
117,4264,Mix (hcp + liquid),Anzellini (2013),static,
117,2759,hcp,Anzellini (2013),static,
116,2775,hcp,Anzellini (2013),static,
116,2775,hcp,Anzellini (2013),static,
116,2890,hcp,Anzellini (2013),static,
116,2920,hcp,Anzellini (2013),static,
116,3002,hcp,Anzellini (2013),static,
116,2957,hcp,Anzellini (2013),static,
115,3059,hcp,Anzellini (2013),static,
115,3179,hcp,Anzellini (2013),static,
117,3188,hcp,Anzellini (2013),static,
116,3347,hcp,Anzellini (2013),static,
116,3403,hcp,Anzellini (2013),static,
117,3485,hcp,Anzellini (2013),static,
116,3599,hcp,Anzellini (2013),static,
115,3602,hcp,Anzellini (2013),static,
117,3692,hcp,Anzellini (2013),static,
117,3745,hcp,Anzellini (2013),static,
118,3706,hcp,Anzellini (2013),static,
117,3579,hcp,Anzellini (2013),static,
117,3791,hcp,Anzellini (2013),static,
117,3841,hcp,Anzellini (2013),static,
118,3911,Mix (hcp + liquid),Anzellini (2013),static,
128,2935,hcp,Anzellini (2013),static,
128,3109,hcp,Anzellini (2013),static,
129,3178,hcp,Anzellini (2013),static,
129,3264,hcp,Anzellini (2013),static,
128,3381,hcp,Anzellini (2013),static,
129,3532,hcp,Anzellini (2013),static,
129,3679,hcp,Anzellini (2013),static,
129,3961,hcp,Anzellini (2013),static,
128,4064,Mix (hcp + liquid),Anzellini (2013),static,
128,4119,Mix (hcp + liquid),Anzellini (2013),static,
133,2725,hcp,Anzellini (2013),static,
133,2837,hcp,Anzellini (2013),static,
132,2887,hcp,Anzellini (2013),static,
133,3083,hcp,Anzellini (2013),static,
133,3029,hcp,Anzellini (2013),static,
133,3132,hcp,Anzellini (2013),static,
134,3165,hcp,Anzellini (2013),static,
133,3276,hcp,Anzellini (2013),static,
133,3280,hcp,Anzellini (2013),static,
133,3463,hcp,Anzellini (2013),static,
134,3559,hcp,Anzellini (2013),static,
133,3575,hcp,Anzellini (2013),static,
134,3671,hcp,Anzellini (2013),static,
134,3777,hcp,Anzellini (2013),static,
135,3850,hcp,Anzellini (2013),static,
136,3889,hcp,Anzellini (2013),static,
136,4114,hcp,Anzellini (2013),static,
136,4175,Mix (hcp + liquid),Anzellini (2013),static,
134,4024,Mix (hcp + liquid),Anzellini (2013),static,
136,4087,Mix (hcp + liquid),Anzellini (2013),static,
135,4095,Mix (hcp + liquid),Anzellini (2013),static,
127,2885,hcp,Anzellini (2013),static,
128,3080,hcp,Anzellini (2013),static,
128,3020,hcp,Anzellini (2013),static,
128,3051,hcp,Anzellini (2013),static,
129,3187,hcp,Anzellini (2013),static,
128,3319,hcp,Anzellini (2013),static,
129,3316,hcp,Anzellini (2013),static,
130,3357,hcp,Anzellini (2013),static,
129,3346,hcp,Anzellini (2013),static,
130,3470,hcp,Anzellini (2013),static,
130,3528,hcp,Anzellini (2013),static,
131,3644,hcp,Anzellini (2013),static,
130,3626,hcp,Anzellini (2013),static,
131,3666,hcp,Anzellini (2013),static,
131,3686,hcp,Anzellini (2013),static,
133,3922,hcp,Anzellini (2013),static,
133,4097,hcp,Anzellini (2013),static,
134,4269,Mix (hcp + liquid),Anzellini (2013),static,
136,5335,Mix (hcp + liquid),Anzellini (2013),static,
154,3295,hcp,Anzellini (2013),static,
155,3256,hcp,Anzellini (2013),static,
154,3411,hcp,Anzellini (2013),static,
154,3422,hcp,Anzellini (2013),static,
156,3443,hcp,Anzellini (2013),static,
156,3532,hcp,Anzellini (2013),static,
154,3685,hcp,Anzellini (2013),static,
155,3728,hcp,Anzellini (2013),static,
155,3835,hcp,Anzellini (2013),static,
156,4092,hcp,Anzellini (2013),static,
156,4057,hcp,Anzellini (2013),static,
156,4046,hcp,Anzellini (2013),static,
158,4269,hcp,Anzellini (2013),static,
158,4463,Mix (hcp + liquid),Anzellini (2013),static,
160,4889,Mix (hcp + liquid),Anzellini (2013),static,
159,4612,Mix (hcp + liquid),Anzellini (2013),static,
178,2855,hcp,Anzellini (2013),static,
177,2859,hcp,Anzellini (2013),static,
178,2911,hcp,Anzellini (2013),static,
178,2972,hcp,Anzellini (2013),static,
177,2985,hcp,Anzellini (2013),static,
177,2912,hcp,Anzellini (2013),static,
179,3083,hcp,Anzellini (2013),static,
178,2949,hcp,Anzellini (2013),static,
178,3087,hcp,Anzellini (2013),static,
178,3012,hcp,Anzellini (2013),static,
179,2981,hcp,Anzellini (2013),static,
179,3045,hcp,Anzellini (2013),static,
179,3099,hcp,Anzellini (2013),static,
179,3020,hcp,Anzellini (2013),static,
179,3130,hcp,Anzellini (2013),static,
180,3234,hcp,Anzellini (2013),static,
180,3153,hcp,Anzellini (2013),static,
180,3161,hcp,Anzellini (2013),static,
180,3128,hcp,Anzellini (2013),static,
180,3286,hcp,Anzellini (2013),static,
180,3326,hcp,Anzellini (2013),static,
180,3383,hcp,Anzellini (2013),static,
180,3383,hcp,Anzellini (2013),static,
180,3384,hcp,Anzellini (2013),static,
180,3469,hcp,Anzellini (2013),static,
180,3516,hcp,Anzellini (2013),static,
182,3834,hcp,Anzellini (2013),static,
181,3865,hcp,Anzellini (2013),static,
182,3982,hcp,Anzellini (2013),static,
181,4208,hcp,Anzellini (2013),static,
182,4316,hcp,Anzellini (2013),static,
183,4460,hcp,Anzellini (2013),static,
184,4587,hcp,Anzellini (2013),static,
182,4669,hcp,Anzellini (2013),static,
200,3207,hcp,Anzellini (2013),static,
197,3242,hcp,Anzellini (2013),static,
201,3317,hcp,Anzellini (2013),static,
198,3350,hcp,Anzellini (2013),static,
196,3381,hcp,Anzellini (2013),static,
203,4073,hcp,Anzellini (2013),static,
206,4083,hcp,Anzellini (2013),static,
202,4059,hcp,Anzellini (2013),static,
203,4162,hcp,Anzellini (2013),static,
204,4190,hcp,Anzellini (2013),static,
204,4334,hcp,Anzellini (2013),static,
205,4642,hcp,Anzellini (2013),static,
204,4333,hcp,Anzellini (2013),static,
204,4695,hcp,Anzellini (2013),static,
200,4673,hcp,Anzellini (2013),static,
201,4562,hcp,Anzellini (2013),static,
204,4923,hcp,Anzellini (2013),static,
164,2459,hcp,Anzellini (2013),static,
163,2537,hcp,Anzellini (2013),static,
162,2624,hcp,Anzellini (2013),static,
163,2697,hcp,Anzellini (2013),static,
164,2738,hcp,Anzellini (2013),static,
164,2815,hcp,Anzellini (2013),static,
165,2887,hcp,Anzellini (2013),static,
162,2956,hcp,Anzellini (2013),static,
163,3156,hcp,Anzellini (2013),static,
166,3276,hcp,Anzellini (2013),static,
165,3321,hcp,Anzellini (2013),static,
165,3364,hcp,Anzellini (2013),static,
166,3439,hcp,Anzellini (2013),static,
164,3598,hcp,Anzellini (2013),static,
165,3806,hcp,Anzellini (2013),static,
171,4111,hcp,Anzellini (2013),static,
172,4389,hcp,Anzellini (2013),static,
6,1900,liquid,Sinmyo (2019),static,
57,2620,liquid,Sinmyo (2019),static,
67,2760,liquid,Sinmyo (2019),static,
94,3030,liquid,Sinmyo (2019),static,
97,3030,liquid,Sinmyo (2019),static,
129,3210,liquid,Sinmyo (2019),static,
134,3470,liquid,Sinmyo (2019),static,
151,3610,liquid,Sinmyo (2019),static,
154,3570,liquid,Sinmyo (2019),static,
155,3610,liquid,Sinmyo (2019),static,
