Pressure,Temperature,Phase,Author,Starting material,Heating time,Pressure scale,EoS,Pressure medium,Notes
270.9497207,3260.869565,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
271.5083799,3391.304348,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
272.0670391,3420.289855,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
272.6256983,3463.768116,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
273.1843575,3550.724638,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
273.7430168,3608.695652,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
274.8603352,3695.652174,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
274.301676,3681.15942,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
275.4189944,3753.623188,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
275.4189944,3782.608696,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
276.5363128,3869.565217,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
276.5363128,3898.550725,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
277.0949721,3971.014493,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
277.6536313,4028.985507,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
272.0670391,4115.942029,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
266.4804469,3521.73913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
266.4804469,3536.231884,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
268.7150838,3724.637681,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
268.7150838,3753.623188,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
269.273743,3782.608696,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
269.273743,3811.594203,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
279.8882682,4246.376812,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
280.4469274,4275.362319,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
281.0055866,4362.318841,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
281.5642458,4391.304348,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
282.122905,4463.768116,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
282.6815642,4536.231884,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
279.8882682,4652.173913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
283.7988827,4652.173913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
281.0055866,4811.594203,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
281.5642458,4840.57971,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
286.5921788,4913.043478,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
286.0335196,4913.043478,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
287.7094972,5014.492754,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
288.2681564,5086.956522,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
289.3854749,5173.913043,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
283.7988827,5043.478261,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
275.9776536,4376.811594,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
273.1843575,4231.884058,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
244.1340782,3536.231884,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
245.2513966,3652.173913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
246.9273743,3855.072464,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
249.7206704,4130.434783,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
250.2793296,4188.405797,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
251.396648,4289.855072,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
254.1899441,4550.724638,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
254.1899441,4594.202899,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
254.7486034,4623.188406,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
255.3072626,4695.652174,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
221.7877095,2304.347826,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
222.3463687,2391.304348,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
222.9050279,2449.275362,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
222.3463687,2376.811594,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
224.0223464,2579.710145,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
224.5810056,2608.695652,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
224.0223464,2623.188406,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
225.698324,2695.652174,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
226.2569832,2782.608696,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
226.2569832,2811.594203,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
227.3743017,2869.565217,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
227.3743017,2913.043478,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
227.3743017,2942.028986,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
227.9329609,3000,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
228.4916201,3057.971014,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
229.6089385,3101.449275,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
229.0502793,3130.434783,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
230.726257,3246.376812,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
231.2849162,3275.362319,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
230.726257,3289.855072,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
230.726257,3347.826087,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
232.4022346,3405.797101,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
232.4022346,3434.782609,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
233.5195531,3536.231884,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
233.5195531,3492.753623,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
231.8435754,3434.782609,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
234.6368715,3739.130435,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
235.7541899,3768.115942,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
235.7541899,3869.565217,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
236.8715084,3869.565217,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
237.4301676,4000,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
238.547486,4072.463768,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
239.1061453,4144.927536,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
239.1061453,4202.898551,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
241.3407821,4333.333333,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
241.3407821,4405.797101,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
241.8994413,4478.26087,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
243.575419,4565.217391,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
228.4916201,4594.202899,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
226.8156425,4420.289855,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
224.0223464,4173.913043,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
221.2290503,4144.927536,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
220.6703911,4115.942029,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
223.4636872,4159.42029,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
224.0223464,4130.434783,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
222.9050279,4028.985507,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
222.9050279,4014.492754,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
222.3463687,3942.028986,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
218.4357542,3898.550725,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
218.4357542,3884.057971,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
220.6703911,3826.086957,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
220.6703911,3811.594203,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
220.1117318,3782.608696,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
217.3184358,3753.623188,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
220.1117318,3753.623188,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
220.1117318,3724.637681,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
216.2011173,3637.681159,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
218.9944134,3637.681159,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
215.6424581,3623.188406,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
218.9944134,3623.188406,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
218.4357542,3565.217391,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
215.0837989,3507.246377,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
218.4357542,3550.724638,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
217.877095,3536.231884,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
214.5251397,3449.275362,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
217.877095,3492.753623,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
217.3184358,3463.768116,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
217.3184358,3420.289855,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
216.7597765,3405.797101,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
216.2011173,3333.333333,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
212.849162,3289.855072,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
215.6424581,3275.362319,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
212.2905028,3246.376812,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
215.6424581,3260.869565,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
211.7318436,3188.405797,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
214.5251397,3202.898551,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
214.5251397,3188.405797,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
211.7318436,3159.42029,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
214.5251397,3130.434783,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
211.7318436,3086.956522,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
214.5251397,3115.942029,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
214.5251397,3101.449275,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
213.4078212,3043.478261,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
210.0558659,2971.014493,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
212.849162,2971.014493,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
212.849162,2956.521739,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
212.849162,2927.536232,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
212.2905028,2898.550725,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
208.9385475,2884.057971,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
211.7318436,2840.57971,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
207.8212291,2768.115942,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
211.1731844,2811.594203,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
210.6145251,2768.115942,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
210.6145251,2724.637681,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
210.0558659,2710.144928,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
210.0558659,2695.652174,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
209.4972067,2637.681159,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
208.3798883,2521.73913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
207.8212291,2449.275362,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
207.2625698,2434.782609,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
206.7039106,2362.318841,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
206.1452514,2260.869565,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
205.5865922,2246.376812,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
186.5921788,1492.753623,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
186.0335196,1463.768116,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
188.8268156,1710.144928,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
189.3854749,1811.594203,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
189.3854749,1956.521739,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
191.0614525,1942.028986,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
191.6201117,2043.478261,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
190.5027933,2057.971014,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
191.0614525,2101.449275,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
191.6201117,2159.42029,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
191.6201117,2188.405797,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
194.972067,2217.391304,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
192.1787709,2260.869565,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
195.5307263,2231.884058,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
195.5307263,2260.869565,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
193.2960894,2347.826087,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
192.7374302,2304.347826,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
196.0893855,2304.347826,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
196.6480447,2347.826087,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
196.6480447,2391.304348,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
197.2067039,2420.289855,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
197.7653631,2463.768116,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
197.7653631,2507.246377,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
198.3240223,2536.231884,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
198.3240223,2565.217391,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
198.8826816,2594.202899,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
198.8826816,2608.695652,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
198.8826816,2652.173913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
199.4413408,2637.681159,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
199.4413408,2666.666667,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
200,2695.652174,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
200,2739.130435,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
200.5586592,2797.101449,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
200.5586592,2826.086957,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
201.6759777,2898.550725,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
202.2346369,2942.028986,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
194.4134078,2463.768116,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
194.4134078,2492.753623,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
195.5307263,2550.724638,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
194.4134078,2478.26087,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
195.5307263,2579.710145,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
196.0893855,2637.681159,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
197.2067039,2710.144928,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
197.7653631,2753.623188,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
197.7653631,2782.608696,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
197.7653631,2826.086957,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
198.3240223,2884.057971,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
