Pressure,Temperature,Phase,Author,Starting material,Heating time,Pressure scale,EoS,Pressure medium,Notes
105.4,2112,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
106.2,2301,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
106.9,2435,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
108.1,2677,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
109,2859,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
109.7,2999,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
110.5,3157,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
111.3,3317,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
112,3437,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
112.6,3553,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
113.1,3645,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
113.3,3692,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
113.5,3722,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
113.9,3795,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
109,100,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
114.1,1385,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
114.7,1518,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
115.2,1637,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
116.1,1846,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
116.9,2031,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
117.7,2201,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
118.3,2331,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
119,2463,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
119.6,2586,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
120,2679,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
120.4,2760,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
121.4,2948,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
122.4,3149,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
123,3261,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
123.5,3347,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
124.3,3503,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
124.9,3617,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
125.9,3805,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
126.6,3920,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
127.4,4075,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
122.1,1731,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
122.8,1891,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
123.5,2040,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
124.1,2184,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
125,2300,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
125.6,2400,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
126.7,2700,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
127.6,2800,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
127.9,2900,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
129.8,3240,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
130.7,3450,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
132.6,3750,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
134,4000,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
134.1,4070,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
134.5,4130,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
135,4306,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
79.95169082,310.4651163,hcp,Ohta (2016),,,,,,
87.68115942,1304.651163,hcp,Ohta (2016),,,,,,
88.647343,1440.697674,hcp,Ohta (2016),,,,,,
87.68115942,1629.069767,hcp,Ohta (2016),,,,,,
90.09661836,1670.930233,hcp,Ohta (2016),,,,,,
89.61352657,1712.790698,hcp,Ohta (2016),,,,,,
90.57971014,1827.906977,hcp,Ohta (2016),,,,,,
113.7681159,1356.976744,hcp,Ohta (2016),,,,,,
114.7342995,1451.162791,hcp,Ohta (2016),,,,,,
114.7342995,1587.209302,hcp,Ohta (2016),,,,,,
116.1835749,1691.860465,hcp,Ohta (2016),,,,,,
117.6328502,1817.44186,hcp,Ohta (2016),,,,,,
119.0821256,1911.627907,hcp,Ohta (2016),,,,,,
121.9806763,2183.72093,hcp,Ohta (2016),,,,,,
123.4299517,2351.162791,hcp,Ohta (2016),,,,,,
124.8792271,2466.27907,hcp,Ohta (2016),,,,,,
124.8792271,2550,hcp,Ohta (2016),,,,,,
128.2608696,2204.651163,hcp,Ohta (2016),,,,,,
131.1594203,2319.767442,hcp,Ohta (2016),,,,,,
106.0386473,300,hcp,Ohta (2016),,,,,,
114.7342995,300,hcp,Ohta (2016),,,,,,
135.5072464,2832.55814,hcp,Ohta (2016),,,,,,
132.1256039,3094.186047,hcp,Ohta (2016),,,,,,
135.9903382,3146.511628,hcp,Ohta (2016),,,,,,
139.8550725,3282.55814,hcp,Ohta (2016),,,,,,
135.9903382,3418.604651,hcp,Ohta (2016),,,,,,
138.4057971,3554.651163,hcp,Ohta (2016),,,,,,
138.8888889,3732.55814,hcp,Ohta (2016),,,,,,
143.236715,3931.395349,hcp,Ohta (2016),,,,,,
145.6521739,4193.023256,hcp,Ohta (2016),,,,,,
150.9661836,1513.953488,hcp,Ohta (2016),,,,,,
151.4492754,1618.604651,hcp,Ohta (2016),,,,,,
151.4492754,1681.395349,hcp,Ohta (2016),,,,,,
152.8985507,1901.162791,hcp,Ohta (2016),,,,,,
152.8985507,1974.418605,hcp,Ohta (2016),,,,,,
154.8309179,2120.930233,hcp,Ohta (2016),,,,,,
156.2801932,2225.581395,hcp,Ohta (2016),,,,,,
156.763285,2267.44186,hcp,Ohta (2016),,,,,,
154.8309179,2330.232558,hcp,Ohta (2016),,,,,,
158.6956522,2382.55814,hcp,Ohta (2016),,,,,,
159.178744,2466.27907,hcp,Ohta (2016),,,,,,
154.3478261,2487.209302,hcp,Ohta (2016),,,,,,
139.3719807,300,hcp,Ohta (2016),,,,,,
157.2463768,300,hcp,Ohta (2016),,,,,,
168.8405797,2068.604651,hcp,Ohta (2016),,,,,,
174.1545894,2591.860465,hcp,Ohta (2016),,,,,,
181.884058,3376.744186,hcp,Ohta (2016),,,,,,
184.7826087,3638.372093,hcp,Ohta (2016),,,,,,
51.44927536,300,hcp,Ohta (2016),,,,,,
26,300,hcp,Ohta (2016),,,,,,
150,4496.511628,liquid,Ohta (2016),,,,,,
30.6763285,1001.162791,hcp,Ohta (2016),,,,,,
30.6763285,1346.511628,fcc,Ohta (2016),,,,,,
34.5410628,1409.302326,fcc,Ohta (2016),,,,,,
36.95652174,1503.488372,fcc,Ohta (2016),,,,,,
35.99033816,1534.883721,fcc,Ohta (2016),,,,,,
35.02415459,1576.744186,fcc,Ohta (2016),,,,,,
35.02415459,1639.534884,fcc,Ohta (2016),,,,,,
34.5410628,1650,fcc,Ohta (2016),,,,,,
32.60869565,1733.72093,fcc,Ohta (2016),,,,,,
35.50724638,1932.55814,fcc,Ohta (2016),,,,,,
36.47342995,2005.813953,fcc,Ohta (2016),,,,,,
34.5410628,2047.674419,fcc,Ohta (2016),,,,,,
34.5410628,2026.744186,fcc,Ohta (2016),,,,,,
37.92270531,2215.116279,fcc,Ohta (2016),,,,,,
36.95652174,2298.837209,fcc,Ohta (2016),,,,,,
40.33816425,2382.55814,fcc,Ohta (2016),,,,,,
38.88888889,2413.953488,fcc,Ohta (2016),,,,,,
38.4057971,2581.395349,fcc,Ohta (2016),,,,,,
37.43961353,2612.790698,fcc,Ohta (2016),,,,,,
53.38164251,1660.465116,hcp,Ohta (2016),,,,,,
50.96618357,1691.860465,hcp,Ohta (2016),,,,,,
56.76328502,1911.627907,fcc,Ohta (2016),,,,,,
52.41545894,1869.767442,fcc,Ohta (2016),,,,,,
51.93236715,1911.627907,fcc,Ohta (2016),,,,,,
56.28019324,1953.488372,fcc,Ohta (2016),,,,,,
50,2602.325581,fcc,Ohta (2016),,,,,,
52.89855072,2811.627907,fcc,Ohta (2016),,,,,,
53.38164251,2801.162791,fcc,Ohta (2016),,,,,,
54.34782609,2895.348837,liquid,Ohta (2016),,,,,,
14,1958.49,liquid,Yong (2019),,,,,,
16,2084.35,liquid,Yong (2019),,,,,,
18,2078.32039,liquid,Yong (2019),,,,,,
20,2172.86973,liquid,Yong (2019),,,,,,
22,2133.31,liquid,Yong (2019),,,,,,
24,2176.67,liquid,Yong (2019),,,,,,
14,824.56,hcp,Yong (2019),,,,,,
16,860.1,hcp,Yong (2019),,,,,,
18,947.91587,hcp,Yong (2019),,,,,,
20,1055.5784,hcp,Yong (2019),,,,,,
22,1109.8,hcp,Yong (2019),,,,,,
24,1170.7,hcp,Yong (2019),,,,,,
89.04290429,2000,hcp,Zhang (2020),,,,,,
111.8811881,2000,hcp,Zhang (2020),,,,,,
138.9438944,2000,hcp,Zhang (2020),,,,,,
148.7128713,2000,hcp,Zhang (2020),,,,,,
172.0792079,2000,hcp,Zhang (2020),,,,,,
116.6336634,3000,hcp,Zhang (2020),,,,,,
176.69967,3000,hcp,Zhang (2020),,,,,,
86.10328638,1500,hcp,Zhang (2020),,,,,,
109.7652582,1500,hcp,Zhang (2020),,,,,,
136.8075117,1500,hcp,Zhang (2020),,,,,,
146.7605634,1500,hcp,Zhang (2020),,,,,,
169.8591549,1500,hcp,Zhang (2020),,,,,,
89.10798122,2000,hcp,Zhang (2020),,,,,,
112.0187793,2000,hcp,Zhang (2020),,,,,,
139.0610329,2000,hcp,Zhang (2020),,,,,,
148.8262911,2000,hcp,Zhang (2020),,,,,,
172.1126761,2000,hcp,Zhang (2020),,,,,,
114.2723005,2500,hcp,Zhang (2020),,,,,,
141.314554,2500,hcp,Zhang (2020),,,,,,
151.2676056,2500,hcp,Zhang (2020),,,,,,
174.3661972,2500,hcp,Zhang (2020),,,,,,
116.9014085,3000,hcp,Zhang (2020),,,,,,
176.9953052,3000,hcp,Zhang (2020),,,,,,
142,300.2915452,hcp,Zhang (2020),,,,,,
142,300.2915452,hcp,Zhang (2020),,,,,,
142,1126.822157,hcp,Zhang (2020),,,,,,
142,1131.195335,hcp,Zhang (2020),,,,,,
142,1327.988338,hcp,Zhang (2020),,,,,,
142,1327.988338,hcp,Zhang (2020),,,,,,
142,1520.408163,hcp,Zhang (2020),,,,,,
142,1520.408163,hcp,Zhang (2020),,,,,,
142,1669.09621,hcp,Zhang (2020),,,,,,
142,1669.09621,hcp,Zhang (2020),,,,,,
142,1769.6793,hcp,Zhang (2020),,,,,,
142,1769.6793,hcp,Zhang (2020),,,,,,
142,1913.994169,hcp,Zhang (2020),,,,,,
142,1918.367347,hcp,Zhang (2020),,,,,,
142,1948.979592,hcp,Zhang (2020),,,,,,
142,2036.443149,hcp,Zhang (2020),,,,,,
142,1948.979592,hcp,Zhang (2020),,,,,,
142,2032.069971,hcp,Zhang (2020),,,,,,
142,2093.294461,hcp,Zhang (2020),,,,,,
142,2115.16035,hcp,Zhang (2020),,,,,,
142,2097.667638,hcp,Zhang (2020),,,,,,
142,2115.16035,hcp,Zhang (2020),,,,,,
142,2145.772595,hcp,Zhang (2020),,,,,,
142,2202.623907,hcp,Zhang (2020),,,,,,
142,2150.145773,hcp,Zhang (2020),,,,,,
142,2193.877551,hcp,Zhang (2020),,,,,,
142,2202.623907,hcp,Zhang (2020),,,,,,
142,2202.623907,hcp,Zhang (2020),,,,,,
142,2303.206997,hcp,Zhang (2020),,,,,,
142,2377.55102,hcp,Zhang (2020),,,,,,
142,2377.55102,hcp,Zhang (2020),,,,,,
142,2298.833819,hcp,Zhang (2020),,,,,,
82,292.8870293,hcp,Zhang (2020),,,,,,
82,1121.338912,hcp,Zhang (2020),,,,,,
82,1267.782427,hcp,Zhang (2020),,,,,,
82,1401.67364,hcp,Zhang (2020),,,,,,
82,1527.196653,hcp,Zhang (2020),,,,,,
82,1652.719665,hcp,Zhang (2020),,,,,,
82,1799.16318,hcp,Zhang (2020),,,,,,
82,1899.58159,hcp,Zhang (2020),,,,,,
82,1950,hcp,Zhang (2020),,,,,,
133,293.4131737,hcp,Zhang (2020),,,,,,
133,1401.197605,hcp,Zhang (2020),,,,,,
133,1658.682635,hcp,Zhang (2020),,,,,,
133,1772.45509,hcp,Zhang (2020),,,,,,
133,1976.047904,hcp,Zhang (2020),,,,,,
133,2047.904192,hcp,Zhang (2020),,,,,,
133,2125.748503,hcp,Zhang (2020),,,,,,
133,2293.413174,hcp,Zhang (2020),,,,,,
133,2377.245509,hcp,Zhang (2020),,,,,,
133,2425.149701,hcp,Zhang (2020),,,,,,
165,291.9847328,hcp,Zhang (2020),,,,,,
165,1082.061069,hcp,Zhang (2020),,,,,,
165,1173.664122,hcp,Zhang (2020),,,,,,
165,1259.541985,hcp,Zhang (2020),,,,,,
165,1282.442748,hcp,Zhang (2020),,,,,,
165,1385.496183,hcp,Zhang (2020),,,,,,
165,1431.29771,hcp,Zhang (2020),,,,,,
165,1551.526718,hcp,Zhang (2020),,,,,,
165,1643.129771,hcp,Zhang (2020),,,,,,
165,1763.358779,hcp,Zhang (2020),,,,,,
165,1895.038168,hcp,Zhang (2020),,,,,,
165,1992.366412,hcp,Zhang (2020),,,,,,
165,2129.770992,hcp,Zhang (2020),,,,,,
165,2204.198473,hcp,Zhang (2020),,,,,,
165,2347.328244,hcp,Zhang (2020),,,,,,
165,2461.832061,hcp,Zhang (2020),,,,,,
165,2519.083969,hcp,Zhang (2020),,,,,,
165,2742.366412,hcp,Zhang (2020),,,,,,
165,2748.091603,hcp,Zhang (2020),,,,,,
3.020833333,1856.896552,liquid,Silber (2018),,,,,,
4.020833333,1870.689655,liquid,Silber (2018),,,,,,
5,1874.137931,liquid,Silber (2018),,,,,,
6,1896.551724,liquid,Silber (2018),,,,,,
6.979166667,1946.551724,liquid,Silber (2018),,,,,,
7.979166667,1962.068966,liquid,Silber (2018),,,,,,
9,1984.482759,liquid,Silber (2018),,,,,,
11,2037.931034,liquid,Silber (2018),,,,,,
12,1993.103448,liquid,Silber (2018),,,,,,
2.900262467,1911.961039,liquid,Liu (1975),,,,,,
7.230971129,2071.701299,liquid,Liu (1975),,,,,,
10.87926509,2158.714286,liquid,Liu (1975),,,,,,
11.87664042,2185.987013,liquid,Liu (1975),,,,,,
15.36745407,2244.428571,liquid,Liu (1975),,,,,,
15.86614173,2260.012987,liquid,Liu (1975),,,,,,
18.80577428,2322.350649,liquid,Liu (1975),,,,,,
19.69816273,2347.025974,liquid,Liu (1975),,,,,,
1.403508772,285.3893805,bcc,Strong (1973),,,,,,
1.701754386,288.9292035,bcc,Strong (1973),,,,,,
1.842105263,288.9292035,bcc,Strong (1973),,,,,,
1.98245614,285.3893805,bcc,Strong (1973),,,,,,
2.105263158,285.3893805,bcc,Strong (1973),,,,,,
2.245614035,285.3893805,bcc,Strong (1973),,,,,,
2.912280702,285.3893805,bcc,Strong (1973),,,,,,
3.105263158,292.4690265,bcc,Strong (1973),,,,,,
3.105263158,285.3893805,bcc,Strong (1973),,,,,,
3.456140351,281.8495575,bcc,Strong (1973),,,,,,
3.596491228,281.8495575,bcc,Strong (1973),,,,,,
3.701754386,278.3097345,bcc,Strong (1973),,,,,,
4.280701754,285.3893805,bcc,Strong (1973),,,,,,
4.456140351,288.9292035,bcc,Strong (1973),,,,,,
4.666666667,285.3893805,bcc,Strong (1973),,,,,,
4.877192982,288.9292035,bcc,Strong (1973),,,,,,
1.98245614,1042.911504,bcc,Strong (1973),,,,,,
2.157894737,1032.292035,bcc,Strong (1973),,,,,,
2.350877193,1025.212389,bcc,Strong (1973),,,,,,
2.473684211,1011.053097,bcc,Strong (1973),,,,,,
2.631578947,1007.513274,bcc,Strong (1973),,,,,,
1.543859649,1081.849558,bcc,Strong (1973),,,,,,
3.175438596,982.7345133,fcc,Strong (1973),,,,,,
3.350877193,975.6548673,fcc,Strong (1973),,,,,,
3.807017544,965.0353982,fcc,Strong (1973),,,,,,
3.929824561,954.4159292,fcc,Strong (1973),,,,,,
4.01754386,954.4159292,fcc,Strong (1973),,,,,,
4.596491228,940.2566372,fcc,Strong (1973),,,,,,
4.754385965,926.0973451,fcc,Strong (1973),,,,,,
4.912280702,929.6371681,fcc,Strong (1973),,,,,,
5.192982456,922.5575221,fcc,Strong (1973),,,,,,
1.98245614,1042.911504,fcc,Strong (1973),,,,,,
2.157894737,1032.292035,fcc,Strong (1973),,,,,,
2.350877193,1025.212389,fcc,Strong (1973),,,,,,
2.473684211,1011.053097,fcc,Strong (1973),,,,,,
2.631578947,1007.513274,fcc,Strong (1973),,,,,,
1.543859649,1081.849558,fcc,Strong (1973),,,,,,
3.175438596,982.7345133,bcc,Strong (1973),,,,,,
3.350877193,975.6548673,bcc,Strong (1973),,,,,,
3.807017544,965.0353982,bcc,Strong (1973),,,,,,
3.929824561,954.4159292,bcc,Strong (1973),,,,,,
4.01754386,954.4159292,bcc,Strong (1973),,,,,,
4.596491228,940.2566372,bcc,Strong (1973),,,,,,
4.754385965,926.0973451,bcc,Strong (1973),,,,,,
4.912280702,929.6371681,bcc,Strong (1973),,,,,,
5.192982456,922.5575221,bcc,Strong (1973),,,,,,
2.368421053,1471.230088,fcc,Strong (1973),,,,,,
2.561403509,1485.389381,fcc,Strong (1973),,,,,,
2.684210526,1492.469027,fcc,Strong (1973),,,,,,
4.122807018,1566.80531,fcc,Strong (1973),,,,,,
4.315789474,1577.424779,fcc,Strong (1973),,,,,,
5.070175439,1616.362832,fcc,Strong (1973),,,,,,
3.543859649,1860.610619,fcc,Strong (1973),,,,,,
3.087719298,1842.911504,fcc,Strong (1973),,,,,,
2.578947368,1818.132743,fcc,Strong (1973),,,,,,
2.456140351,1807.513274,fcc,Strong (1973),,,,,,
2.298245614,1800.433628,fcc,Strong (1973),,,,,,
1.807017544,1772.115044,fcc,Strong (1973),,,,,,
3.807017544,1892.469027,fcc,Strong (1973),,,,,,
4.333333333,1924.327434,fcc,Strong (1973),,,,,,
3,1849.99115,δ-Fe,Strong (1973),,,,,,
1.807017544,1860.610619,δ-Fe,Strong (1973),,,,,,
2.333333333,1878.309735,δ-Fe,Strong (1973),,,,,,
2.473684211,1878.309735,δ-Fe,Strong (1973),,,,,,
2.596491228,1878.309735,δ-Fe,Strong (1973),,,,,,
3.087719298,1906.628319,δ-Fe,Strong (1973),,,,,,
3.736842105,1924.327434,δ-Fe,Strong (1973),,,,,,
3.807017544,1924.327434,δ-Fe,Strong (1973),,,,,,
4.333333333,1949.106195,δ-Fe,Strong (1973),,,,,,
4.543859649,1952.646018,δ-Fe,Strong (1973),,,,,,
5.228070175,1977.424779,liquid,Strong (1973),,,,,,
5.315789474,1984.504425,liquid,Strong (1973),,,,,,
5.578947368,1995.123894,liquid,Strong (1973),,,,,,
5.719298246,2005.743363,liquid,Strong (1973),,,,,,
5.736842105,2005.743363,liquid,Strong (1973),,,,,,
3.543859649,1860.610619,δ-Fe,Strong (1973),,,,,,
3.087719298,1842.911504,δ-Fe,Strong (1973),,,,,,
2.578947368,1818.132743,δ-Fe,Strong (1973),,,,,,
2.456140351,1807.513274,δ-Fe,Strong (1973),,,,,,
2.298245614,1800.433628,δ-Fe,Strong (1973),,,,,,
1.807017544,1772.115044,δ-Fe,Strong (1973),,,,,,
3.807017544,1892.469027,δ-Fe,Strong (1973),,,,,,
4.333333333,1924.327434,δ-Fe,Strong (1973),,,,,,
3,1849.99115,fcc,Strong (1973),,,,,,
1.807017544,1860.610619,liquid,Strong (1973),,,,,,
2.333333333,1878.309735,liquid,Strong (1973),,,,,,
2.473684211,1878.309735,liquid,Strong (1973),,,,,,
2.596491228,1878.309735,liquid,Strong (1973),,,,,,
3.087719298,1906.628319,liquid,Strong (1973),,,,,,
3.736842105,1924.327434,liquid,Strong (1973),,,,,,
3.807017544,1924.327434,liquid,Strong (1973),,,,,,
4.333333333,1949.106195,liquid,Strong (1973),,,,,,
4.543859649,1952.646018,fcc,Strong (1973),,,,,,
5.228070175,1977.424779,δ-Fe,Strong (1973),,,,,,
5.315789474,1984.504425,fcc,Strong (1973),,,,,,
5.578947368,1995.123894,fcc,Strong (1973),,,,,,
5.719298246,2005.743363,fcc,Strong (1973),,,,,,
5.736842105,2005.743363,fcc,Strong (1973),,,,,,
5.228070175,1977.424779,fcc,Strong (1973),,,,,,
3.26,345.9559748,bcc,Secco (1989),,,,,,
3.26,383.6918239,bcc,Secco (1989),,,,,,
3.26,406.3333333,bcc,Secco (1989),,,,,,
3.26,426.4591195,bcc,Secco (1989),,,,,,
3.26,469.2264151,bcc,Secco (1989),,,,,,
3.26,494.3836478,bcc,Secco (1989),,,,,,
3.26,514.509434,bcc,Secco (1989),,,,,,
3.26,451.6163522,bcc,Secco (1989),,,,,,
3.26,557.2767296,bcc,Secco (1989),,,,,,
3.26,537.1509434,bcc,Secco (1989),,,,,,
3.26,579.918239,bcc,Secco (1989),,,,,,
3.26,602.5597484,bcc,Secco (1989),,,,,,
3.26,622.6855346,bcc,Secco (1989),,,,,,
3.26,645.327044,bcc,Secco (1989),,,,,,
3.26,670.4842767,bcc,Secco (1989),,,,,,
3.26,690.6100629,bcc,Secco (1989),,,,,,
3.26,713.2515723,bcc,Secco (1989),,,,,,
3.26,733.3773585,bcc,Secco (1989),,,,,,
3.26,753.5031447,bcc,Secco (1989),,,,,,
3.26,773.6289308,bcc,Secco (1989),,,,,,
3.26,793.754717,bcc,Secco (1989),,,,,,
3.26,816.3962264,bcc,Secco (1989),,,,,,
3.26,839.0377358,bcc,Secco (1989),,,,,,
3.26,859.163522,bcc,Secco (1989),,,,,,
3.26,879.2893082,bcc,Secco (1989),,,,,,
3.26,899.4150943,bcc,Secco (1989),,,,,,
3.26,919.5408805,fcc,Secco (1989),,,,,,
3.26,939.6666667,fcc,Secco (1989),,,,,,
3.26,959.7924528,fcc,Secco (1989),,,,,,
3.26,982.4339623,fcc,Secco (1989),,,,,,
3.26,1005.075472,fcc,Secco (1989),,,,,,
3.26,1025.201258,fcc,Secco (1989),,,,,,
3.26,1047.842767,fcc,Secco (1989),,,,,,
3.26,1067.968553,fcc,Secco (1989),,,,,,
3.26,1090.610063,fcc,Secco (1989),,,,,,
3.26,1108.220126,fcc,Secco (1989),,,,,,
3.26,1130.861635,fcc,Secco (1989),,,,,,
3.26,1156.018868,fcc,Secco (1989),,,,,,
3.26,1178.660377,fcc,Secco (1989),,,,,,
3.26,1193.754717,fcc,Secco (1989),,,,,,
3.26,1216.396226,fcc,Secco (1989),,,,,,
3.26,1234.006289,fcc,Secco (1989),,,,,,
3.26,1254.132075,fcc,Secco (1989),,,,,,
3.26,1276.773585,fcc,Secco (1989),,,,,,
3.26,1296.899371,fcc,Secco (1989),,,,,,
3.26,1314.509434,fcc,Secco (1989),,,,,,
3.26,1337.150943,fcc,Secco (1989),,,,,,
3.26,1357.27673,fcc,Secco (1989),,,,,,
3.26,1377.402516,fcc,Secco (1989),,,,,,
3.26,1400.044025,fcc,Secco (1989),,,,,,
3.26,1422.685535,fcc,Secco (1989),,,,,,
3.26,1445.327044,fcc,Secco (1989),,,,,,
3.26,1467.968553,fcc,Secco (1989),,,,,,
3.26,1488.09434,fcc,Secco (1989),,,,,,
3.26,1510.735849,fcc,Secco (1989),,,,,,
3.26,1530.861635,fcc,Secco (1989),,,,,,
3.26,1556.018868,fcc,Secco (1989),,,,,,
3.26,1576.144654,fcc,Secco (1989),,,,,,
3.26,1598.786164,fcc,Secco (1989),,,,,,
3.26,1621.427673,fcc,Secco (1989),,,,,,
3.26,1644.069182,fcc,Secco (1989),,,,,,
3.26,1669.226415,fcc,Secco (1989),,,,,,
3.26,1689.352201,fcc,Secco (1989),,,,,,
3.26,1714.509434,fcc,Secco (1989),,,,,,
3.26,1752.245283,fcc,Secco (1989),,,,,,
3.26,1732.119497,fcc,Secco (1989),,,,,,
3.26,1774.886792,fcc,Secco (1989),,,,,,
3.26,1795.012579,fcc,Secco (1989),,,,,,
3.26,1820.169811,fcc,Secco (1989),,,,,,
3.26,1840.295597,fcc,Secco (1989),,,,,,
3.26,1865.45283,fcc,Secco (1989),,,,,,
2.48,1324.333333,fcc,Secco (1989),,,,,,
2.48,1327,fcc,Secco (1989),,,,,,
2.48,1328.333333,fcc,Secco (1989),,,,,,
2.48,1329.666667,fcc,Secco (1989),,,,,,
2.48,1331.666667,fcc,Secco (1989),,,,,,
2.48,1333.666667,fcc,Secco (1989),,,,,,
2.48,1335.666667,fcc,Secco (1989),,,,,,
2.48,1337,fcc,Secco (1989),,,,,,
2.48,1341,fcc,Secco (1989),,,,,,
2.48,1343.666667,fcc,Secco (1989),,,,,,
2.48,1342.333333,fcc,Secco (1989),,,,,,
2.48,1345,fcc,Secco (1989),,,,,,
2.48,1346.333333,fcc,Secco (1989),,,,,,
2.48,1348.333333,fcc,Secco (1989),,,,,,
2.48,1349.666667,fcc,Secco (1989),,,,,,
2.48,1353,fcc,Secco (1989),,,,,,
2.48,1355,fcc,Secco (1989),,,,,,
2.48,1356.333333,fcc,Secco (1989),,,,,,
2.48,1357.666667,fcc,Secco (1989),,,,,,
2.48,1359.666667,fcc,Secco (1989),,,,,,
2.48,1361.666667,fcc,Secco (1989),,,,,,
2.48,1366.333333,fcc,Secco (1989),,,,,,
2.48,1368.333333,fcc,Secco (1989),,,,,,
2.48,1369.666667,fcc,Secco (1989),,,,,,
2.48,1371,fcc,Secco (1989),,,,,,
2.48,1373,fcc,Secco (1989),,,,,,
2.48,1373.666667,fcc,Secco (1989),,,,,,
2.48,1374.333333,fcc,Secco (1989),,,,,,
2.48,1375.666667,fcc,Secco (1989),,,,,,
2.48,1377,fcc,Secco (1989),,,,,,
2.48,1378.333333,fcc,Secco (1989),,,,,,
2.48,1383,fcc,Secco (1989),,,,,,
2.48,1386.333333,fcc,Secco (1989),,,,,,
